date,symbol,open,high,low,close,volume,dividends,stock_splits
2011-09-08,WY,12.357863,12.643429,12.293612,12.350724,4125600.0,0.0,0
2011-09-09,WY,12.179389,12.322172,11.958076,12.036607,7473700.0,0.0,0
2011-09-12,WY,11.850987,12.0580225,11.658231,11.943796,5503300.0,0.0,0
2011-09-13,WY,12.050884,12.115136,11.850988,12.036607,5139000.0,0.0,0
2011-09-14,WY,12.107997,12.514929,12.036606,12.365006,7509300.0,0.0,0
2011-09-15,WY,12.529205,12.600597,12.386423,12.507789,7551600.0,0.0,0
2011-09-16,WY,12.607738,12.729103,12.429259,12.707685,5452600.0,0.0,0
2011-09-19,WY,12.393561,12.600596,12.243639,12.5006485,5382900.0,0.0,0
2011-09-20,WY,12.593457,12.786214,12.386422,12.5006485,5293700.0,0.0,0
2011-09-21,WY,12.479232,12.607738,12.0580225,12.065162,7206800.0,0.0,0
2011-09-22,WY,11.686787,11.829569,11.215603,11.379803,9674300.0,0.0,0
2011-09-23,WY,11.301275,11.458336,11.201326,11.386945,5689200.0,0.0,0
2011-09-26,WY,11.508309,11.551145,11.151352,11.515448,6759000.0,0.0,0
2011-09-27,WY,11.793875,12.07944,11.708204,11.793875,5972700.0,0.0,0
2011-09-28,WY,11.8581295,11.915242,11.379806,11.386945,6313500.0,0.0,0
2011-09-29,WY,11.658232,11.722485,11.279858,11.486893,5884900.0,0.0,0
2011-09-30,WY,11.294133,11.422638,11.101377,11.101377,6547300.0,0.0,0
2011-10-03,WY,11.06568,11.308412,10.887201,10.887201,10003800.0,0.0,0
2011-10-04,WY,10.730142,11.4155,10.580219,11.4083605,10700000.0,0.0,0
2011-10-05,WY,11.4083605,11.529727,10.815811,11.279857,6986700.0,0.0,0
2011-10-06,WY,11.272717,11.765319,11.137074,11.75818,8051200.0,0.0,0
2011-10-07,WY,11.836708,11.843847,11.444056,11.444056,6780900.0,0.0,0
2011-10-10,WY,11.672508,12.107995,11.672508,12.107995,5279600.0,0.0,0
2011-10-11,WY,12.036608,12.115138,11.893825,11.986634,5984000.0,0.0,0
2011-10-12,WY,12.150833,12.307895,11.993772,12.10086,7061600.0,0.0,0
2011-10-13,WY,11.993767,12.043742,11.701062,11.922377,5868200.0,0.0,0
2011-10-14,WY,12.129414,12.286474,12.0723,12.272197,3880800.0,0.0,0
2011-10-17,WY,12.243645,12.315037,11.722487,11.736766,5589100.0,0.0,0
2011-10-18,WY,11.765315,12.115132,11.565419,12.029464,10764600.0,0.0,0
2011-10-19,WY,12.022329,12.086581,11.801016,11.829572,6459100.0,0.0,0
2011-10-20,WY,11.879542,11.893821,11.48689,11.722482,7280900.0,0.0,0
2011-10-21,WY,11.872405,12.200807,11.815292,12.200807,6971400.0,0.0,0
2011-10-24,WY,12.25078,12.550625,12.150833,12.522069,7026800.0,0.0,0
2011-10-25,WY,12.450679,12.450679,11.972356,12.079443,6757400.0,0.0,0
2011-10-26,WY,12.279338,12.336451,12.029468,12.200807,4767600.0,0.0,0
2011-10-27,WY,12.650572,12.971834,12.336451,12.807634,11021100.0,0.0,0
2011-10-28,WY,12.807632,13.086059,12.507789,13.064641,8081700.0,0.0,0
2011-10-31,WY,12.879025,13.250259,12.807633,12.836189,7914500.0,0.0,0
2011-11-01,WY,12.464955,12.622018,12.207947,12.229363,9383600.0,0.0,0
2011-11-02,WY,12.550622,12.557761,12.165109,12.31503,7366500.0,0.0,0
2011-11-03,WY,12.472094,12.600598,12.179389,12.522069,6567900.0,0.0,0
2011-11-04,WY,12.407842,12.443539,12.222225,12.357868,6390900.0,0.0,0
2011-11-07,WY,12.293615,12.4363985,12.1294155,12.300755,5497400.0,0.0,0
2011-11-08,WY,12.437592,12.62484,12.2575445,12.603233,5307800.0,0.15,0
2011-11-09,WY,12.243138,12.336761,11.832633,11.854238,7507300.0,0.0,0
2011-11-10,WY,12.0991,12.106302,11.803824,11.854238,4714400.0,0.0,0
2011-11-11,WY,12.070294,12.315157,12.012679,12.163918,4868400.0,0.0,0
2011-11-14,WY,12.127909,12.156715,11.789422,11.854238,4599300.0,0.0,0
2011-11-15,WY,11.818229,12.063091,11.789422,11.962266,4272900.0,0.0,0
2011-11-16,WY,11.825432,12.106304,11.753413,11.847038,8436200.0,0.0,0
2011-11-17,WY,11.847039,11.897452,11.602177,11.666993,6832300.0,0.0,0
2011-11-18,WY,11.803825,11.839836,11.594973,11.81823,5756800.0,0.0,0
2011-11-21,WY,11.623781,11.674194,11.393323,11.450937,7159200.0,0.0,0
2011-11-22,WY,11.4149275,11.522955,11.321303,11.342909,3972700.0,0.0,0
2011-11-23,WY,11.263692,11.314104,11.10525,11.1556635,4752000.0,0.0,0
2011-11-25,WY,11.119652,11.34291,11.090845,11.148459,1818100.0,0.0,0
2011-11-28,WY,11.558962,11.5877695,11.249283,11.364512,4724700.0,0.0,0
2011-11-29,WY,11.386122,11.544562,11.34291,11.465342,3938300.0,0.0,0
2011-11-30,WY,11.818232,12.106305,11.703002,12.091903,7330400.0,0.0,0
2011-12-01,WY,12.034283,12.091898,11.832631,12.06309,4792200.0,0.0,0
2011-12-02,WY,12.163918,12.315157,12.041487,12.077497,4290200.0,0.0,0
2011-12-05,WY,12.271945,12.4231825,12.149513,12.286347,5121100.0,0.0,0
2011-12-06,WY,12.243141,12.379976,12.084701,12.3007555,5770100.0,0.0,0
2011-12-07,WY,12.279148,12.4735985,12.099102,12.4303875,4117500.0,0.0,0
2011-12-08,WY,12.343967,12.343967,12.077499,12.106306,6096800.0,0.0,0
2011-12-09,WY,12.271947,12.451993,12.199928,12.408781,4050100.0,0.0,0
2011-12-12,WY,12.221532,12.257542,11.890247,12.041486,5423500.0,0.0,0
2011-12-13,WY,12.120707,12.2503395,11.753412,11.854238,4803500.0,0.0,0
