date,symbol,open,high,low,close,volume,dividends,stock_splits
2011-09-08,FITB,7.737551,7.7673974,7.483861,7.5510144,13044300.0,0.0,0
2011-09-09,FITB,7.5211687,7.6554756,7.3197093,7.3197093,12976700.0,0.0,0
2011-09-12,FITB,7.2077875,7.5211697,7.140634,7.409248,14709300.0,0.0,0
2011-09-13,FITB,7.483863,7.8643985,7.446555,7.7226305,17488400.0,0.0,0
2011-09-14,FITB,7.7897816,7.9837804,7.648014,7.8420124,14883100.0,0.0,0
2011-09-15,FITB,7.953934,8.058395,7.842012,7.98378,12330800.0,0.0,0
2011-09-16,FITB,8.006166,8.028551,7.7226305,7.9613976,13323300.0,0.0,0
2011-09-19,FITB,7.8270893,7.916627,7.6927834,7.8121667,12725400.0,0.0,0
2011-09-20,FITB,7.8569336,8.006163,7.7300887,7.745012,12177900.0,0.0,0
2011-09-21,FITB,7.7897825,7.834552,7.2824025,7.289864,14287500.0,0.0,0
2011-09-22,FITB,7.1033263,7.22271,6.9540963,7.163018,29252000.0,0.0,0
2011-09-23,FITB,7.1182485,7.3570156,7.0884027,7.342093,13983400.0,0.0,0
2011-09-26,FITB,7.416708,7.864397,7.3868623,7.8494744,15308300.0,0.0,0
2011-09-27,FITB,8.065859,8.222549,7.7077074,7.797245,16994100.0,0.0,0
2011-09-28,FITB,7.834839,7.925067,7.571672,7.5867105,11734200.0,0.08,0
2011-09-29,FITB,7.7897243,7.9626627,7.5641537,7.864915,18336100.0,0.0,0
2011-09-30,FITB,7.752131,7.849878,7.594231,7.594231,15987500.0,0.0,0
2011-10-03,FITB,7.564156,7.804765,7.368661,7.368661,15000000.0,0.0,0
2011-10-04,FITB,7.270911,8.015296,7.2182784,8.000258,25116000.0,0.0,0
2011-10-05,FITB,7.9626637,8.075449,7.684459,7.9927397,20747800.0,0.0,0
2011-10-06,FITB,7.962665,8.368693,7.7596507,8.353655,19446500.0,0.0,0
2011-10-07,FITB,8.413805,8.413805,7.849877,7.9551435,18917800.0,0.0,0
2011-10-10,FITB,8.113047,8.301023,8.037855,8.248389,13414700.0,0.0,0
2011-10-11,FITB,8.188237,8.293503,8.060413,8.203275,19577500.0,0.0,0
2011-10-12,FITB,8.278464,8.797277,8.263426,8.654416,23973600.0,0.0,0
2011-10-13,FITB,8.541627,8.571703,8.225827,8.443879,13699100.0,0.0,0
2011-10-14,FITB,8.594261,8.729603,8.28598,8.526589,12538900.0,0.0,0
2011-10-17,FITB,8.376212,8.428844,7.9551454,7.9852214,15936700.0,0.0,0
2011-10-18,FITB,8.037853,8.511553,7.9777007,8.4288435,19332900.0,0.0,0
2011-10-19,FITB,8.4288435,8.466438,7.992739,8.015296,20948700.0,0.0,0
2011-10-20,FITB,8.4589205,8.842392,8.361173,8.744644,32174300.0,0.0,0
2011-10-21,FITB,8.902543,8.985252,8.646896,8.7672,28876300.0,0.0,0
2011-10-24,FITB,8.797276,9.128114,8.789756,9.030366,16026800.0,0.0,0
2011-10-25,FITB,8.940138,9.022847,8.744643,8.789757,21116400.0,0.0,0
2011-10-26,FITB,8.947656,9.105556,8.819832,9.022846,29781100.0,0.0,0
2011-10-27,FITB,9.45895,9.579254,9.158189,9.391278,24090500.0,0.0,0
2011-10-28,FITB,9.3236065,9.37624,9.135631,9.255936,14759500.0,0.0,0
2011-10-31,FITB,9.098038,9.346166,9.007809,9.030366,15173100.0,0.0,0
2011-11-01,FITB,8.661935,8.992772,8.534111,8.564187,26150600.0,0.0,0
2011-11-02,FITB,8.744641,9.022845,8.714564,8.895021,16031500.0,0.0,0
2011-11-03,FITB,9.007809,9.060442,8.744642,9.030366,23638600.0,0.0,0
2011-11-04,FITB,8.902542,9.105556,8.797276,9.030366,15675200.0,0.0,0
2011-11-07,FITB,9.022845,9.240897,8.9551735,9.210821,14416700.0,0.0,0
