date,symbol,open,high,low,close,volume,dividends,stock_splits
2011-09-08,GOOGL,267.16718,269.81982,266.21622,267.74774,4756239,0,0.0
2011-09-09,GOOGL,265.96597,267.5926,260.85587,262.68768,6531062,0,0.0
2011-09-12,GOOGL,259.23923,266.26126,259.009,265.32532,5335459,0,0.0
2011-09-13,GOOGL,266.26627,267.2072,261.96198,265.02502,4703692,0,0.0
2011-09-14,GOOGL,266.56155,268.74374,263.1732,266.3013,5383411,0,0.0
2011-09-15,GOOGL,268.018,272.76276,267.54755,271.55154,5915678,0,0.0
2011-09-16,GOOGL,272.67267,273.6937,271.84183,273.61362,7061531,0,0.0
2011-09-19,GOOGL,270.44543,275.22522,267.95795,273.6086,4931863,0,0.0
2011-09-20,GOOGL,274.97498,279.53955,271.6066,273.5886,5552642,0,0.0
2011-09-21,GOOGL,274.1191,277.77777,269.6997,269.86987,5023571,0,0.0
2011-09-22,GOOGL,263.3884,264.65466,257.25726,260.59058,8791799,0,0.0
2011-09-23,GOOGL,258.53854,263.47348,257.5075,263.018,5549045,0,0.0
2011-09-26,GOOGL,263.8889,266.73172,256.8819,266.2112,5263132,0,0.0
2011-09-27,GOOGL,269.36935,273.7988,268.2933,269.93994,6015778,0,0.0
2011-09-28,GOOGL,271.02103,272.2823,264.1141,264.6847,4522073,0,0.0
2011-09-29,GOOGL,268.2883,268.9189,259.96497,264.014,5807387,0,0.0
2011-09-30,GOOGL,260.36536,262.26227,257.44745,257.77777,5441753,0,0.0
2011-10-03,GOOGL,255.18018,256.25626,247.74774,248.00801,8939851,0,0.0
2011-10-04,GOOGL,245.26025,251.97197,240.54054,251.2012,8309282,0,0.0
2011-10-05,GOOGL,248.42342,254.15416,240.62563,252.6026,9059132,0,0.0
2011-10-06,GOOGL,254.004,257.87286,251.55156,257.6126,6841751,0,0.0
2011-10-07,GOOGL,258.67368,260.5105,255.40541,257.8178,5706088,0,0.0
2011-10-10,GOOGL,262.85284,269.004,261.86185,268.85385,4639756,0,0.0
2011-10-11,GOOGL,266.997,273.67368,266.997,271.86185,5701093,0,0.0
2011-10-12,GOOGL,274.33932,277.89288,272.5876,274.52454,6349244,0,0.0
2011-10-13,GOOGL,275.29028,279.7798,274.28427,279.77478,11363825,0,0.0
2011-10-14,GOOGL,300.03503,300.1001,294.07907,296.13614,17042740,0,0.0
2011-10-17,GOOGL,292.15216,296.2112,289.28928,291.4965,8008384,0,0.0
2011-10-18,GOOGL,290.38538,296.57657,288.98898,295.55054,7593998,0,0.0
2011-10-19,GOOGL,293.96396,296.32632,289.8999,290.64066,5857137,0,0.0
2011-10-20,GOOGL,291.24124,294.73975,290.04504,292.12714,6751242,0,0.0
2011-10-21,GOOGL,295.05005,296.67166,293.64365,295.54053,6775218,0,0.0
2011-10-24,GOOGL,293.65366,300.28528,293.54355,298.5085,6846946,0,0.0
2011-10-25,GOOGL,296.84683,297.7978,291.7167,291.8719,5075919,0,0.0
2011-10-26,GOOGL,295.07007,295.38538,286.7167,293.44846,5740454,0,0.0
2011-10-27,GOOGL,299.50952,301.65164,296.94696,299.63464,7553039,0,0.0
2011-10-28,GOOGL,297.55756,301.45145,297.42242,300.37036,5010984,0,0.0
2011-10-31,GOOGL,297.84283,300.14514,296.13113,296.6166,5110484,0,0.0
2011-11-01,GOOGL,290.34033,293.04803,288.66367,289.61462,6243950,0,0.0
2011-11-02,GOOGL,292.74274,294.27426,290.53052,292.7027,4237558,0,0.0
2011-11-03,GOOGL,293.7938,299.04904,292.15216,299.04904,5334260,0,0.0
2011-11-04,GOOGL,297.04706,300.17017,296.5115,298.36838,5663930,0,0.0
2011-11-07,GOOGL,296.95697,304.6947,296.4114,304.46948,6708085,0,0.0
2011-11-08,GOOGL,304.8048,307.4925,302.1021,306.47647,6052741,0,0.0
2011-11-09,GOOGL,302.43243,305.0,299.62964,300.7758,7414578,0,0.0
2011-11-10,GOOGL,303.26828,303.2783,296.07608,297.83783,5731063,0,0.0
2011-11-11,GOOGL,300.95096,306.35135,299.5996,304.4795,7946046,0,0.0
2011-11-14,GOOGL,304.3043,309.34933,304.19418,306.8068,6371023,0,0.0
2011-11-15,GOOGL,306.7067,309.34933,305.55554,308.5886,5346648,0,0.0
2011-11-16,GOOGL,306.34634,309.45947,305.61063,306.04105,5211783,0,0.0
2011-11-17,GOOGL,305.33032,306.45145,298.6887,300.73575,6979613,0,0.0
2011-11-18,GOOGL,301.3013,302.55255,297.17218,297.73773,6568825,0,0.0
2011-11-21,GOOGL,294.17416,294.54456,286.33133,290.76077,5996597,0,0.0
2011-11-22,GOOGL,290.29028,292.77777,287.9079,290.29028,4805789,0,0.0
2011-11-23,GOOGL,287.96295,290.4154,285.34033,285.34033,4646948,0,0.0
2011-11-25,GOOGL,282.87787,287.42242,280.94595,281.78177,3121675,0,0.0
2011-11-28,GOOGL,289.97498,294.7047,288.53854,294.38937,5652142,0,0.0
2011-11-29,GOOGL,294.23422,295.47546,290.95596,291.75674,3659936,0,0.0
2011-11-30,GOOGL,299.27426,300.05505,296.34134,299.995,6787206,0,0.0
2011-12-01,GOOGL,300.3003,308.30832,299.7998,307.1922,7233959,0,0.0
2011-12-02,GOOGL,308.83383,312.31232,308.43845,310.49048,8163229,0,0.0
2011-12-05,GOOGL,314.13412,316.26627,311.5115,313.13815,6388605,0,0.0
2011-12-06,GOOGL,311.8068,314.62463,310.43042,312.1972,4648347,0,0.0
2011-12-07,GOOGL,311.15115,313.14316,309.35934,312.00702,4510085,0,0.0
2011-12-08,GOOGL,310.83084,314.03903,307.95795,308.33334,4821374,0,0.0
2011-12-09,GOOGL,309.3093,314.87988,308.8138,314.02402,5526868,0,0.0
2011-12-12,GOOGL,311.25125,313.4034,310.45544,313.008,4363432,0,0.0
2011-12-13,GOOGL,314.6947,318.5986,311.73672,313.1281,8048344,0,0.0
2011-12-14,GOOGL,311.23624,312.47247,306.55154,309.34433,7799593,0,0.0
2011-12-15,GOOGL,311.57156,312.31232,309.65466,310.08008,4812383,0,0.0
2011-12-16,GOOGL,312.47247,314.97498,311.04605,313.2933,8909681,0,0.0
2011-12-19,GOOGL,314.3193,314.56458,310.3103,311.22623,4282713,0,0.0
2011-12-20,GOOGL,314.3143,316.23624,314.3093,315.5005,4771624,0,0.0
2011-12-21,GOOGL,315.3203,316.22623,309.7898,313.22324,4990804,0,0.0
2011-12-22,GOOGL,314.28928,316.18118,313.81882,315.16516,3640955,0,0.0
2011-12-23,GOOGL,316.3163,317.65765,315.59558,316.8869,2904493,0,0.0
2011-12-27,GOOGL,316.34134,322.56757,316.3163,320.44543,3209587,0,0.0
