date,symbol,open,high,low,close,volume,dividends,stock_splits
2011-09-08,VZ,22.557964,22.742605,22.468828,22.52613,11714900,0.0,0
2011-09-09,VZ,22.360594,22.507032,22.26509,22.436998,22931900,0.0,0
2011-09-12,VZ,22.14412,22.475199,22.061352,22.443365,15456500,0.0,0
2011-09-13,VZ,22.424263,22.666203,22.328758,22.602535,13900900,0.0,0
2011-09-14,VZ,22.500664,22.882677,22.354225,22.666203,17404700,0.0,0
2011-09-15,VZ,22.825378,23.041853,22.608902,23.041853,12213400,0.0,0
2011-09-16,VZ,23.188288,23.398397,23.048218,23.379297,19764400,0.0,0
2011-09-19,VZ,23.18192,23.18192,22.939976,23.099148,12186800,0.0,0
2011-09-20,VZ,23.220118,23.506626,23.080046,23.181915,13681100,0.0,0
2011-09-21,VZ,23.207386,23.360191,22.80627,22.819004,14141000,0.0,0
2011-09-22,VZ,22.35422,22.768066,22.322384,22.65983,43130700,0.0,0
2011-09-23,VZ,22.570692,22.88267,22.51339,22.84447,32849600,0.0,0
2011-09-26,VZ,22.990911,23.181917,22.819004,23.150084,21607000,0.0,0
2011-09-27,VZ,23.385662,23.742208,23.366562,23.487532,18012500,0.0,0
2011-09-28,VZ,23.481167,23.774044,23.417496,23.455698,15693600,0.0,0
2011-09-29,VZ,23.697645,23.805882,23.392033,23.653076,22175500,0.0,0
2011-09-30,VZ,23.513,23.774042,23.417496,23.43023,16539500,0.0,0
2011-10-03,VZ,23.385654,23.653067,23.073679,23.137346,23205200,0.0,0
2011-10-04,VZ,23.010004,23.213745,22.577053,23.175545,33800000,0.0,0
2011-10-05,VZ,23.162647,23.240112,22.988346,23.091635,21727300,0.5,0
2011-10-06,VZ,23.065811,23.240112,22.956068,23.182013,18230500,0.0,0
2011-10-07,VZ,23.09809,23.53707,23.085178,23.343403,17205800,0.0,0
2011-10-10,VZ,23.562883,23.821108,23.549973,23.821108,9761200,0.0,0
2011-10-11,VZ,23.692,23.756554,23.537064,23.562887,11133900,0.0,0
2011-10-12,VZ,23.653269,23.821115,23.395046,23.672634,14557600,0.0,0
2011-10-13,VZ,23.711363,23.93731,23.608072,23.898575,13716200,0.0,0
2011-10-14,VZ,24.07288,24.118069,23.943768,24.098703,9253100,0.0,0
2011-10-17,VZ,24.066416,24.16325,23.821106,23.846926,9835300,0.0,0
2011-10-18,VZ,23.924397,24.130976,23.737185,24.040598,12259300,0.0,0
2011-10-19,VZ,24.027699,24.16972,23.866308,23.917952,10286000,0.0,0
2011-10-20,VZ,23.801748,24.04706,23.640358,23.950226,12355100,0.0,0
2011-10-21,VZ,23.988955,24.182623,23.679087,24.1568,17612900,0.0,0
2011-10-24,VZ,24.182625,24.189081,23.730732,23.840479,14718500,0.0,0
2011-10-25,VZ,23.853394,23.853394,23.324036,23.362768,19837500,0.0,0
2011-10-26,VZ,23.653267,23.763014,23.433777,23.763014,18896600,0.0,0
2011-10-27,VZ,24.079346,24.427948,23.892132,24.311747,23376300,0.0,0
2011-10-28,VZ,24.26009,24.356922,24.124521,24.292368,13471800,0.0,0
2011-10-31,VZ,24.182627,24.240726,23.853394,23.872759,14592000,0.0,0
2011-11-01,VZ,23.834023,24.00187,23.511244,23.543524,15839600,0.0,0
2011-11-02,VZ,23.885664,23.995407,23.620985,23.756552,13521600,0.0,0
2011-11-03,VZ,23.96959,24.234268,23.756554,24.176168,13818300,0.0,0
2011-11-04,VZ,24.059967,24.092243,23.795288,23.995409,9050900,0.0,0
2011-11-07,VZ,24.021238,24.111616,23.821117,24.105162,11945900,0.0,0
2011-11-08,VZ,24.208447,24.266546,23.930855,24.221357,9919900,0.0,0
2011-11-09,VZ,23.95022,24.124521,23.724276,23.814653,14472500,0.0,0
2011-11-10,VZ,24.059969,24.240725,23.937313,24.098703,11409200,0.0,0
2011-11-11,VZ,24.24718,24.356924,24.13098,24.221357,8823700,0.0,0
2011-11-14,VZ,24.098705,24.098705,23.775927,23.88567,16871100,0.0,0
2011-11-15,VZ,23.892117,24.143887,23.788828,24.040598,19531300,0.0,0
2011-11-16,VZ,23.90503,23.976042,23.633896,23.65972,13345500,0.0,0
2011-11-17,VZ,23.692001,23.937315,23.530611,23.692001,14469000,0.0,0
2011-11-18,VZ,23.711374,23.782387,23.401506,23.537073,11795900,0.0,0
2011-11-21,VZ,23.356306,23.446684,23.149727,23.285294,12218500,0.0,0
2011-11-22,VZ,23.349857,23.420868,23.143278,23.362768,12044300,0.0,0
2011-11-23,VZ,23.265926,23.31757,22.82049,22.82049,12921500,0.0,0
2011-11-25,VZ,22.814035,23.065804,22.801125,22.82049,5519200,0.0,0
2011-11-28,VZ,23.427317,23.511236,23.246557,23.401493,17774700,0.0,0
2011-11-29,VZ,23.537064,23.85339,23.453144,23.64681,13960900,0.0,0
2011-11-30,VZ,24.05351,24.356924,24.021233,24.356924,17503800,0.0,0
2011-12-01,VZ,24.32465,24.38275,24.201994,24.38275,12271900,0.0,0
2011-12-02,VZ,24.466671,24.576414,24.30528,24.434391,14102000,0.0,0
2011-12-05,VZ,24.576416,24.724895,24.511862,24.563505,13423100,0.0,0
2011-12-06,VZ,24.61515,24.905653,24.582874,24.737806,13719200,0.0,0
2011-12-07,VZ,24.750721,24.821733,24.402119,24.731356,12139300,0.0,0
2011-12-08,VZ,24.628057,24.692612,24.408567,24.408567,13913600,0.0,0
2011-12-09,VZ,24.589329,24.854008,24.492495,24.808819,12401400,0.0,0
2011-12-12,VZ,24.68616,24.782991,24.518312,24.757168,12290000,0.0,0
2011-12-13,VZ,24.828178,24.912102,24.6216,24.699066,11853100,0.0,0
2011-12-14,VZ,24.699066,24.860456,24.557045,24.699066,11896300,0.0,0
